time,small,large,probability,intensity,dissimilarity
0.0,0.0,0.0,0.9039999842643738,0.06071,0.2525739
1.0,0.0,0.0,0.9010000228881836,0.06263,0.2782583
2.0,0.0,0.0,0.9039999842643738,0.06138,0.25821987
3.0,0.0,0.0,0.8980000019073486,0.0649,0.30631322
4.0,0.0,0.0,0.8989999890327454,0.06418,0.29509458
5.0,0.0,0.0,0.8949999809265137,0.06684,0.33057958
6.0,0.0,0.0,0.8960000276565552,0.06578,0.3216182
7.0,0.0,0.0,0.8949999809265137,0.06669,0.335336
8.0,0.0,0.0,0.8930000066757202,0.06774,0.34439906
9.0,0.0,0.0,0.902999997138977,0.06117,0.26914415
10.0,0.0,0.0,0.9020000100135804,0.06194,0.28455678
11.0,0.0,0.0,0.902999997138977,0.06124,0.26941723
12.0,0.0,0.0,0.9020000100135804,0.06154,0.27549297
13.0,0.0,0.0,0.9010000228881836,0.06244,0.27788815
14.0,0.0,0.0,0.9039999842643738,0.06082,0.254696
15.0,0.0,0.0,0.9070000052452089,0.05922,0.22824532
16.0,0.0,0.0,0.9079999923706056,0.05817,0.22648092
17.0,0.0,0.0,0.9049999713897704,0.06026,0.24575783
18.0,0.0,0.0,0.9079999923706056,0.05828,0.2184741
19.0,0.0,0.0,0.906000018119812,0.05977,0.24289425
20.0,0.0,0.0,0.9070000052452089,0.05897,0.23336494
21.0,0.0,0.0,0.9049999713897704,0.06049,0.24894139
22.0,0.0,0.0,0.9049999713897704,0.05992,0.24376477
23.0,0.0,0.0,0.9020000100135804,0.06239,0.26553556
24.0,0.0,0.0,0.9100000262260436,0.05732,0.19628489
25.0,0.0,0.0,0.906000018119812,0.06015,0.23412056
26.0,0.0,0.0,0.9100000262260436,0.05732,0.19571798
27.0,0.0,0.0,0.9079999923706056,0.05903,0.21822022
28.0,0.0,0.0,0.9089999794960022,0.05848,0.20851758
29.0,0.0,0.0,0.9049999713897704,0.06038,0.2399965
30.0,0.0,0.0,0.9110000133514404,0.05687,0.19523178
31.0,0.0,0.0,0.9089999794960022,0.05798,0.20514022
32.0,0.0,0.0,0.9110000133514404,0.05667,0.19895269
33.0,0.0,0.0,0.902999997138977,0.06127,0.26685455
34.0,0.0,0.0,0.9049999713897704,0.06027,0.24683371
35.0,0.0,0.0,0.9039999842643738,0.06114,0.25723502
36.0,0.0,0.0,0.906000018119812,0.05982,0.2298018
37.0,0.0,0.0,0.906000018119812,0.05952,0.23300903
38.0,0.0,0.0,0.906000018119812,0.05971,0.2356619
39.0,0.0,0.0,0.906000018119812,0.05982,0.23442593
40.0,0.0,0.0,0.9039999842643738,0.06089,0.250639
41.0,0.0,0.0,0.9079999923706056,0.05866,0.21908301
42.0,0.0,0.0,0.9110000133514404,0.05687,0.19559246
43.0,0.0,0.0,0.9079999923706056,0.05824,0.22237895
44.0,0.0,0.0,0.9039999842643738,0.06093,0.25525904
45.0,0.0,0.0,0.8999999761581421,0.06372,0.29004067
46.0,0.0,0.0,0.8980000019073486,0.06448,0.30106097
47.0,0.0,0.0,0.9039999842643738,0.06087,0.25203294
48.0,0.0,0.0,0.8999999761581421,0.06343,0.28352714
49.0,0.0,0.0,0.902999997138977,0.06171,0.2662313
50.0,0.0,0.0,0.9039999842643738,0.06071,0.2497816
51.0,0.0,0.0,0.9049999713897704,0.06036,0.2486839
52.0,0.0,0.0,0.902999997138977,0.06142,0.260413
53.0,0.0,0.0,0.906000018119812,0.06025,0.23770411
54.0,0.0,0.0,0.902999997138977,0.0614,0.25980136
55.0,0.0,0.0,0.9049999713897704,0.0605,0.24626814
56.0,0.0,0.0,0.9020000100135804,0.06249,0.26989222
57.0,0.0,0.0,0.8980000019073486,0.06508,0.30819035
58.0,0.0,0.0,0.902999997138977,0.06182,0.26103288
59.0,0.0,0.0,0.9039999842643738,0.06048,0.2538293
60.0,0.0,0.0,0.9039999842643738,0.06102,0.25635293
61.0,0.0,0.0,0.9079999923706056,0.05833,0.22401837
62.0,0.0,0.0,0.9079999923706056,0.05825,0.2143197
63.0,0.0,0.0,0.9100000262260436,0.05749,0.20514761
64.0,0.0,0.0,0.9070000052452089,0.05938,0.2283822
65.0,0.0,0.0,0.9070000052452089,0.05935,0.22416346
66.0,0.0,0.0,0.906000018119812,0.06004,0.23468354
67.0,0.0,0.0,0.9079999923706056,0.05857,0.22186694
68.0,0.0,0.0,0.9089999794960022,0.05755,0.20852713
69.0,0.0,0.0,0.9020000100135804,0.06208,0.2707656
70.0,0.0,0.0,0.9039999842643738,0.06128,0.25154257
71.0,0.0,0.0,0.9049999713897704,0.06069,0.2458388
72.0,0.0,0.0,0.9039999842643738,0.06076,0.25192437
73.0,0.0,0.0,0.906000018119812,0.05985,0.23467912
74.0,0.0,0.0,0.9020000100135804,0.06204,0.26640075
75.0,0.0,0.0,0.9070000052452089,0.05925,0.2325832
76.0,0.0,0.0,0.9070000052452089,0.05917,0.22370046
77.0,0.0,0.0,0.9120000004768372,0.05618,0.1800744
78.0,0.0,0.0,0.9079999923706056,0.05847,0.21245298
79.0,0.0,0.0,0.9079999923706056,0.05891,0.21848632
80.0,0.0,0.0,0.9100000262260436,0.05761,0.20404227
81.0,0.0,0.0,0.9070000052452089,0.05855,0.23391703
82.0,0.0,0.0,0.9110000133514404,0.0565,0.19946632
83.0,0.0,0.0,0.9089999794960022,0.05789,0.21526915
84.0,0.0,0.0,0.906000018119812,0.05959,0.2338878
85.0,0.0,0.0,0.9010000228881836,0.06258,0.280181
86.0,0.0,0.0,0.8999999761581421,0.06336,0.28819364
87.0,0.0,0.0,0.906000018119812,0.05938,0.2402777
88.0,0.0,0.0,0.906000018119812,0.05958,0.24513486
89.0,0.0,0.0,0.906000018119812,0.05973,0.24155767
90.0,0.0,0.0,0.9039999842643738,0.06065,0.25408402
91.0,0.0,0.0,0.9179999828338624,0.05288,0.113582395
92.0,0.0,0.0,0.9179999828338624,0.05268,0.12194607
93.0,0.0,0.0,0.9210000038146972,0.05069,0.08385283
94.0,0.0,0.0,0.9240000247955322,0.04916,0.06849411
95.0,0.0,0.0,0.9210000038146972,0.05061,0.09165732
96.0,0.0,0.0,0.9229999780654908,0.04923,0.068848096
97.0,0.0,0.0,0.9210000038146972,0.05132,0.08596531
98.0,0.0,0.0,0.9190000295639038,0.05216,0.09952679
99.0,0.0,0.0,0.9259999990463256,0.04799,0.043574195
100.0,0.0,0.0,0.9210000038146972,0.05074,0.085989326
101.0,0.0,0.0,0.921999990940094,0.05035,0.07570107
102.0,0.0,0.0,0.9200000166893004,0.05151,0.09338359
103.0,0.0,0.0,0.921999990940094,0.04989,0.08000546
104.0,0.0,0.0,0.9190000295639038,0.05213,0.10023443
105.0,0.0,0.0,0.9200000166893004,0.05133,0.09391273
106.0,0.0,0.0,0.9179999828338624,0.0531,0.11763235
107.0,0.0,0.0,0.915000021457672,0.05445,0.14548106
108.0,0.0,0.0,0.9200000166893004,0.05157,0.10332305
109.0,0.0,0.0,0.9179999828338624,0.05263,0.13086484
110.0,0.0,0.0,0.9200000166893004,0.05105,0.120118484
111.0,0.0,0.0,0.9169999957084656,0.05352,0.12744398
112.0,0.0,0.0,0.9190000295639038,0.05204,0.10682366
113.0,0.0,0.0,0.9229999780654908,0.04919,0.079079665
114.0,0.0,0.0,0.9210000038146972,0.05026,0.097496964
115.0,0.0,0.0,0.921999990940094,0.04987,0.09147585
116.0,0.0,0.0,0.9210000038146972,0.0505,0.122779585
117.0,0.0,0.0,0.915000021457672,0.05489,0.14641255
118.0,0.0,0.0,0.9190000295639038,0.05184,0.1192959
119.0,0.0,0.0,0.9169999957084656,0.0528,0.15003575
120.0,0.0,0.0,0.9190000295639038,0.05186,0.12279036
121.0,0.0,0.0,0.9190000295639038,0.05175,0.1148839
122.0,0.0,0.0,0.9190000295639038,0.05162,0.12859684
123.0,0.0,0.0,0.9200000166893004,0.05102,0.11887038
124.0,0.0,0.0,0.9200000166893004,0.05116,0.1259732
125.0,0.0,0.0,0.915000021457672,0.05432,0.14678155
126.0,0.0,0.0,0.9160000085830688,0.05413,0.14242356
127.0,0.0,0.0,0.912999987602234,0.05597,0.16147329
128.0,0.0,0.0,0.9179999828338624,0.05337,0.11842827
129.0,0.0,0.0,0.9179999828338624,0.05336,0.11591371
130.0,0.0,0.0,0.9179999828338624,0.05313,0.1175136
131.0,0.0,0.0,0.9160000085830688,0.05407,0.12859797
132.0,0.0,0.0,0.9179999828338624,0.0525,0.11088347
133.0,0.0,0.0,0.9179999828338624,0.05324,0.117244065
134.0,0.0,0.0,0.9160000085830688,0.05433,0.13373205
135.0,0.0,0.0,0.9120000004768372,0.05707,0.17556764
136.0,0.0,0.0,0.912999987602234,0.05605,0.16058199
137.0,0.0,0.0,0.915000021457672,0.05528,0.1479048
138.0,0.0,0.0,0.9169999957084656,0.05376,0.122013584
139.0,0.0,0.0,0.9169999957084656,0.05366,0.12176363
140.0,0.0,0.0,0.9160000085830688,0.05379,0.1311977
141.0,0.0,0.0,0.9169999957084656,0.05358,0.120974444
142.0,0.0,0.0,0.9190000295639038,0.05289,0.10722558
143.0,0.0,0.0,0.9169999957084656,0.05419,0.12930022
144.0,0.0,0.0,0.9179999828338624,0.05344,0.11749451
145.0,0.0,0.0,0.9169999957084656,0.05348,0.12201476
146.0,0.0,0.0,0.9179999828338624,0.0531,0.11563682
147.0,0.0,0.0,0.9200000166893004,0.05148,0.09253056
148.0,0.0,0.0,0.9210000038146972,0.05067,0.078925334
149.0,0.0,0.0,0.921999990940094,0.05067,0.07831107
150.0,0.0,0.0,0.9200000166893004,0.05179,0.093318775
151.0,0.0,0.0,0.9179999828338624,0.05283,0.11394877
152.0,0.0,0.0,0.9210000038146972,0.0512,0.08896726
153.0,0.0,0.0,0.9210000038146972,0.05097,0.08237586
154.0,0.0,0.0,0.9240000247955322,0.04958,0.051293913
155.0,0.0,0.0,0.9210000038146972,0.0513,0.08503266
156.0,0.0,0.0,0.9240000247955322,0.04944,0.05126697
