time,small,large,probability,intensity
3.0,1.0,0.0,0.579,0.3665
4.0,1.0,0.0,0.619,0.39668
5.0,1.0,0.0,0.621,0.39393
6.0,1.0,0.0,0.626,0.39566
7.0,1.0,0.0,0.614,0.39676
8.0,1.0,0.0,0.607,0.39023
9.0,1.0,0.0,0.613,0.39442
10.0,1.0,0.0,0.619,0.40019
11.0,1.0,0.0,0.619,0.39519
12.0,1.0,0.0,0.624,0.39831
13.0,1.0,0.0,0.62,0.39687
14.0,1.0,0.0,0.619,0.39586
15.0,1.0,0.0,0.619,0.39735
16.0,1.0,0.0,0.616,0.39679
17.0,1.0,0.0,0.619,0.39977
18.0,1.0,0.0,0.612,0.39847
19.0,1.0,0.0,0.609,0.39198
20.0,1.0,0.0,0.616,0.38891
21.0,1.0,0.0,0.612,0.39468
22.0,1.0,0.0,0.611,0.38752
23.0,1.0,0.0,0.612,0.38791
24.0,1.0,0.0,0.627,0.39625
25.0,1.0,0.0,0.623,0.39258
26.0,1.0,0.0,0.632,0.39664
27.0,1.0,0.0,0.632,0.40072
28.0,1.0,0.0,0.622,0.39802
29.0,1.0,0.0,0.619,0.39722
30.0,1.0,0.0,0.626,0.40144
31.0,1.0,0.0,0.62,0.40002
32.0,1.0,0.0,0.617,0.39667
33.0,1.0,0.0,0.627,0.40037
34.0,1.0,0.0,0.62,0.40045
35.0,1.0,0.0,0.621,0.40242
36.0,1.0,0.0,0.616,0.39877
37.0,1.0,0.0,0.611,0.40119
38.0,1.0,0.0,0.608,0.39459
39.0,1.0,0.0,0.602,0.39242
40.0,1.0,0.0,0.595,0.39116
41.0,1.0,0.0,0.612,0.39658
42.0,1.0,0.0,0.615,0.39536
43.0,1.0,0.0,0.614,0.40009
44.0,1.0,0.0,0.607,0.39242
45.0,1.0,0.0,0.597,0.38671
46.0,1.0,0.0,0.599,0.39086
47.0,1.0,0.0,0.605,0.38913
48.0,1.0,0.0,0.579,0.37734
49.0,1.0,0.0,0.596,0.38288
50.0,1.0,0.0,0.584,0.38275
51.0,1.0,0.0,0.596,0.38327
52.0,1.0,0.0,0.586,0.37716
53.0,1.0,0.0,0.612,0.38982
54.0,1.0,0.0,0.601,0.38741
55.0,1.0,0.0,0.599,0.38959
56.0,1.0,0.0,0.597,0.3887
57.0,1.0,0.0,0.602,0.39053
58.0,1.0,0.0,0.603,0.3939
59.0,1.0,0.0,0.604,0.39361
60.0,1.0,0.0,0.596,0.38469
61.0,1.0,0.0,0.598,0.38462
62.0,1.0,0.0,0.598,0.38834
63.0,1.0,0.0,0.582,0.38186
64.0,1.0,0.0,0.586,0.38334
65.0,1.0,0.0,0.582,0.38608
66.0,1.0,0.0,0.582,0.39069
67.0,1.0,0.0,0.592,0.39256
68.0,1.0,0.0,0.577,0.38428
69.0,1.0,0.0,0.593,0.39232
70.0,1.0,0.0,0.582,0.38717
71.0,1.0,0.0,0.593,0.39212
72.0,1.0,0.0,0.584,0.39106
73.0,1.0,0.0,0.595,0.39306
74.0,1.0,0.0,0.574,0.38534
75.0,1.0,0.0,0.552,0.37583
76.0,1.0,0.0,0.569,0.38263
77.0,1.0,0.0,0.568,0.38529
78.0,1.0,0.0,0.579,0.39242
79.0,1.0,0.0,0.58,0.39355
80.0,1.0,0.0,0.568,0.38855
81.0,1.0,0.0,0.562,0.38221
82.0,1.0,0.0,0.58,0.38965
83.0,1.0,0.0,0.565,0.38207
84.0,1.0,0.0,0.538,0.37088
85.0,1.0,0.0,0.533,0.36789
86.0,1.0,0.0,0.545,0.37214
87.0,1.0,0.0,0.527,0.37076
88.0,1.0,0.0,0.517,0.36458
89.0,1.0,0.0,0.513,0.36467
90.0,1.0,0.0,0.525,0.36637
91.0,1.0,0.0,0.516,0.36589
92.0,1.0,0.0,0.511,0.36368
93.0,1.0,0.0,0.509,0.36597
94.0,1.0,0.0,0.532,0.37393
