time,small,large,probability,intensity
0.0,1.0,0.0,0.434,0.36557
1.0,1.0,0.0,0.574,0.41803
2.0,0.0,0.0,0.439,0.35734
3.0,0.0,0.0,0.512,0.32683
4.0,0.0,0.0,0.482,0.35418
5.0,0.0,0.0,0.478,0.35753
6.0,1.0,0.0,0.388,0.4275
7.0,0.0,0.0,0.429,0.3858
8.0,0.0,0.0,0.462,0.31273
9.0,1.0,0.0,0.48,0.28483
10.0,0.0,0.0,0.488,0.27402
11.0,0.0,0.0,0.492,0.2762
12.0,0.0,0.0,0.53,0.25211
13.0,1.0,0.0,0.483,0.29044
14.0,0.0,0.0,0.489,0.29072
15.0,0.0,0.0,0.556,0.23713
16.0,0.0,0.0,0.575,0.22921
17.0,0.0,0.0,0.714,0.15579
18.0,0.0,0.0,0.771,0.12356
19.0,0.0,0.0,0.545,0.25107
20.0,1.0,0.0,0.432,0.35367
21.0,1.0,0.0,0.488,0.44048
22.0,0.0,0.0,0.418,0.38028
23.0,0.0,0.0,0.408,0.41003
24.0,1.0,0.0,0.383,0.43745
25.0,1.0,0.0,0.445,0.47603
26.0,1.0,0.0,0.508,0.39843
27.0,1.0,0.0,0.507,0.37714
28.0,1.0,0.0,0.407,0.39055
29.0,0.0,0.0,0.42,0.39127
30.0,1.0,0.0,0.456,0.38513
31.0,0.0,0.0,0.431,0.36838
32.0,1.0,0.0,0.503,0.36696
33.0,1.0,0.0,0.495,0.35634
34.0,1.0,0.0,0.464,0.32196
35.0,0.0,0.0,0.503,0.26735
36.0,0.0,0.0,0.513,0.28491
37.0,1.0,0.0,0.475,0.34003
38.0,1.0,0.0,0.489,0.30551
39.0,0.0,0.0,0.5,0.27104
40.0,1.0,0.0,0.541,0.33431
41.0,1.0,0.0,0.513,0.3113
42.0,0.0,0.0,0.531,0.25798
43.0,0.0,0.0,0.58,0.23227
44.0,0.0,0.0,0.604,0.21187
45.0,1.0,0.0,0.44,0.40237
46.0,0.0,0.0,0.528,0.2585
47.0,1.0,0.0,0.506,0.3979
48.0,0.0,0.0,0.537,0.29944
49.0,0.0,0.0,0.536,0.29236
50.0,0.0,0.0,0.531,0.2909
51.0,0.0,0.0,0.57,0.24086
52.0,1.0,0.0,0.504,0.35933
53.0,0.0,0.0,0.557,0.2425
54.0,1.0,0.0,0.496,0.32425
55.0,1.0,0.0,0.561,0.34221
56.0,1.0,0.0,0.454,0.33199
57.0,0.0,0.0,0.474,0.29402
58.0,0.0,0.0,0.483,0.297
59.0,0.0,0.0,0.59,0.23383
60.0,0.0,0.0,0.721,0.15681
61.0,0.0,0.0,0.672,0.19257
62.0,0.0,0.0,0.583,0.23239
63.0,0.0,0.0,0.812,0.10286
64.0,0.0,0.0,0.693,0.16658
65.0,0.0,0.0,0.736,0.14367
66.0,0.0,0.0,0.554,0.25101
67.0,0.0,0.0,0.679,0.18603
68.0,0.0,0.0,0.712,0.15998
69.0,0.0,0.0,0.564,0.23194
70.0,0.0,0.0,0.728,0.14834
71.0,0.0,0.0,0.496,0.27787
72.0,0.0,0.0,0.543,0.25274
73.0,1.0,0.0,0.567,0.35263
74.0,1.0,0.0,0.544,0.34984
75.0,0.0,0.0,0.516,0.25636
76.0,0.0,0.0,0.528,0.25343
77.0,0.0,0.0,0.521,0.26094
78.0,0.0,0.0,0.505,0.27039
79.0,0.0,0.0,0.502,0.27138
80.0,0.0,0.0,0.498,0.27193
81.0,1.0,0.0,0.473,0.2931
82.0,0.0,0.0,0.538,0.25381
83.0,0.0,0.0,0.756,0.13474
84.0,0.0,0.0,0.523,0.28466
85.0,0.0,0.0,0.487,0.30594
