time,small,large,probability,intensity
3.0,0.0,0.0,0.427,0.40166
4.0,0.0,0.0,0.422,0.40489
5.0,0.0,0.0,0.412,0.40746
6.0,0.0,0.0,0.414,0.40284
7.0,0.0,0.0,0.412,0.40057
8.0,0.0,0.0,0.416,0.39674
9.0,0.0,0.0,0.416,0.39233
10.0,0.0,0.0,0.416,0.39217
11.0,0.0,0.0,0.417,0.3942
12.0,0.0,0.0,0.422,0.36689
13.0,0.0,0.0,0.422,0.37002
14.0,0.0,0.0,0.425,0.36231
15.0,0.0,0.0,0.428,0.36312
16.0,0.0,0.0,0.435,0.3529
17.0,0.0,0.0,0.432,0.35514
18.0,1.0,0.0,0.432,0.35448
19.0,0.0,0.0,0.435,0.35083
20.0,0.0,0.0,0.436,0.34952
21.0,0.0,0.0,0.434,0.35023
22.0,0.0,0.0,0.433,0.35413
23.0,0.0,0.0,0.438,0.34916
24.0,0.0,0.0,0.437,0.34878
25.0,0.0,0.0,0.436,0.34982
26.0,0.0,0.0,0.437,0.35232
27.0,0.0,0.0,0.441,0.3484
28.0,0.0,0.0,0.442,0.34645
29.0,0.0,0.0,0.435,0.35347
30.0,0.0,0.0,0.431,0.36468
31.0,0.0,0.0,0.42,0.37576
32.0,0.0,0.0,0.423,0.37616
33.0,0.0,0.0,0.419,0.37775
34.0,0.0,0.0,0.428,0.37272
35.0,0.0,0.0,0.433,0.37302
36.0,0.0,0.0,0.406,0.3911
37.0,0.0,0.0,0.407,0.39422
38.0,0.0,0.0,0.409,0.39341
39.0,0.0,0.0,0.411,0.39798
40.0,0.0,0.0,0.408,0.40047
41.0,0.0,0.0,0.403,0.41154
42.0,0.0,0.0,0.41,0.40653
43.0,0.0,0.0,0.399,0.41541
44.0,0.0,0.0,0.413,0.4085
45.0,0.0,0.0,0.4,0.41908
46.0,0.0,0.0,0.411,0.41497
47.0,0.0,0.0,0.402,0.42006
48.0,0.0,0.0,0.409,0.41545
49.0,0.0,0.0,0.407,0.41865
50.0,0.0,0.0,0.407,0.41964
51.0,0.0,0.0,0.41,0.41088
52.0,0.0,0.0,0.411,0.41025
53.0,0.0,0.0,0.414,0.40629
54.0,0.0,0.0,0.413,0.40679
55.0,0.0,0.0,0.414,0.39994
56.0,0.0,0.0,0.419,0.38715
57.0,0.0,0.0,0.425,0.36859
58.0,0.0,0.0,0.427,0.36505
59.0,0.0,0.0,0.426,0.36342
60.0,0.0,0.0,0.433,0.35028
61.0,1.0,0.0,0.435,0.35212
62.0,0.0,0.0,0.434,0.34939
63.0,0.0,0.0,0.438,0.34547
64.0,0.0,0.0,0.437,0.34453
65.0,1.0,0.0,0.435,0.34853
66.0,0.0,0.0,0.438,0.34393
67.0,0.0,0.0,0.436,0.3467
68.0,1.0,0.0,0.435,0.34796
69.0,1.0,0.0,0.439,0.34587
70.0,0.0,0.0,0.438,0.34526
71.0,1.0,0.0,0.439,0.34414
72.0,1.0,0.0,0.441,0.34672
73.0,0.0,0.0,0.434,0.34957
74.0,1.0,0.0,0.437,0.35182
75.0,1.0,0.0,0.441,0.34964
76.0,0.0,0.0,0.435,0.34839
77.0,1.0,0.0,0.436,0.3516
78.0,0.0,0.0,0.438,0.34813
79.0,1.0,0.0,0.443,0.34681
80.0,1.0,0.0,0.441,0.34443
81.0,0.0,0.0,0.437,0.34597
82.0,0.0,0.0,0.436,0.34816
