time,small,large,probability,intensity,dissimilarity
0.0,0.0,0.0,0.6050000190734863,0.2375,0.4202814
1.0,0.0,0.0,0.5509999990463257,0.27137,0.3731298
2.0,0.0,0.0,0.5630000233650208,0.26547,0.34161142
3.0,0.0,0.0,0.550000011920929,0.27309,0.354305
4.0,0.0,0.0,0.5659999847412109,0.26161,0.38323328
5.0,0.0,0.0,0.5720000267028809,0.2591,0.3671803
6.0,0.0,0.0,0.5450000166893005,0.27516,0.3735182
7.0,0.0,0.0,0.5559999942779541,0.27087,0.32230133
8.0,0.0,0.0,0.550000011920929,0.27427,0.33557922
9.0,0.0,0.0,0.5260000228881836,0.28843,0.3598915
10.0,0.0,0.0,0.5360000133514404,0.28086,0.36986604
11.0,0.0,0.0,0.5400000214576721,0.27681,0.3942666
12.0,0.0,0.0,0.5080000162124634,0.298,0.39794055
13.0,0.0,0.0,0.5059999823570251,0.30036,0.39546442
14.0,0.0,0.0,0.5009999871253967,0.30065,0.4353393
15.0,0.0,0.0,0.5139999985694885,0.29611,0.37252602
16.0,0.0,0.0,0.4939999878406524,0.30752,0.41284093
17.0,0.0,0.0,0.4699999988079071,0.32447,0.44659653
18.0,0.0,0.0,0.4959999918937683,0.30705,0.4039697
19.0,0.0,0.0,0.4880000054836273,0.31494,0.39464515
20.0,0.0,0.0,0.4880000054836273,0.31147,0.42372867
21.0,0.0,0.0,0.5049999952316284,0.30246,0.374797
22.0,0.0,0.0,0.4839999973773956,0.316,0.40953237
23.0,0.0,0.0,0.492000013589859,0.31348,0.3720025
24.0,0.0,0.0,0.5109999775886536,0.30022,0.34515673
25.0,0.0,0.0,0.5090000033378601,0.29952,0.37322164
26.0,0.0,0.0,0.4979999959468841,0.31131,0.34865615
27.0,0.0,0.0,0.4880000054836273,0.31176,0.41835088
28.0,0.0,0.0,0.4830000102519989,0.31114,0.46525633
29.0,0.0,0.0,0.5,0.30387,0.40442026
30.0,0.0,0.0,0.5270000100135803,0.28518,0.39251944
31.0,0.0,0.0,0.531000018119812,0.28114,0.41517496
32.0,0.0,0.0,0.5339999794960022,0.28215,0.37424237
33.0,0.0,0.0,0.4620000123977661,0.32705,0.47933182
34.0,0.0,0.0,0.481000006198883,0.31765,0.41583243
35.0,0.0,0.0,0.4779999852180481,0.32003,0.42119494
36.0,0.0,0.0,0.5049999952316284,0.30358,0.3609949
37.0,0.0,0.0,0.5199999809265137,0.2924,0.3587971
38.0,0.0,0.0,0.488999992609024,0.31206,0.40216997
39.0,0.0,0.0,0.5199999809265137,0.29725,0.30020112
40.0,0.0,0.0,0.4830000102519989,0.32131,0.3779885
41.0,0.0,0.0,0.5090000033378601,0.3063,0.30522507
42.0,0.0,0.0,0.5199999809265137,0.30019,0.27177274
43.0,0.0,0.0,0.5059999823570251,0.30887,0.30782637
44.0,0.0,0.0,0.5009999871253967,0.31474,0.30643448
45.0,0.0,0.0,0.4950000047683716,0.31521,0.34173104
46.0,0.0,0.0,0.5429999828338623,0.28522,0.23313208
47.0,0.0,0.0,0.5389999747276306,0.28578,0.26714873
48.0,0.0,0.0,0.5040000081062317,0.3088,0.32207474
