time,small,large,probability,intensity
0.0,1.0,0.0,0.514,0.30429
1.0,1.0,0.0,0.521,0.31257
2.0,1.0,0.0,0.526,0.32033
3.0,1.0,0.0,0.525,0.32604
4.0,1.0,0.0,0.521,0.33569
5.0,1.0,0.0,0.496,0.35339
6.0,1.0,0.0,0.475,0.36657
7.0,1.0,0.0,0.474,0.36854
8.0,1.0,0.0,0.469,0.37077
9.0,1.0,0.0,0.467,0.36664
10.0,1.0,0.0,0.477,0.36763
11.0,1.0,0.0,0.471,0.36415
12.0,1.0,0.0,0.46,0.379
13.0,1.0,0.0,0.424,0.39871
14.0,1.0,0.0,0.407,0.41366
15.0,1.0,0.0,0.408,0.41674
16.0,1.0,0.0,0.403,0.41649
17.0,1.0,0.0,0.416,0.41109
18.0,1.0,0.0,0.419,0.40343
19.0,1.0,0.0,0.449,0.38777
20.0,1.0,0.0,0.469,0.37735
21.0,1.0,0.0,0.474,0.36566
22.0,1.0,0.0,0.487,0.36156
23.0,1.0,0.0,0.501,0.35685
24.0,1.0,0.0,0.516,0.35037
25.0,1.0,0.0,0.535,0.3411
26.0,1.0,0.0,0.529,0.34281
27.0,1.0,0.0,0.521,0.34244
28.0,1.0,0.0,0.524,0.34221
29.0,1.0,0.0,0.514,0.33942
30.0,1.0,0.0,0.532,0.33409
31.0,1.0,0.0,0.527,0.32926
32.0,1.0,0.0,0.523,0.32349
33.0,1.0,0.0,0.532,0.319
34.0,1.0,0.0,0.528,0.32334
35.0,1.0,0.0,0.53,0.32023
36.0,1.0,0.0,0.538,0.32123
37.0,1.0,0.0,0.531,0.31632
38.0,1.0,0.0,0.533,0.3193
39.0,1.0,0.0,0.544,0.3222
40.0,1.0,0.0,0.541,0.32027
41.0,1.0,0.0,0.529,0.3181
42.0,1.0,0.0,0.537,0.32209
43.0,1.0,0.0,0.537,0.32358
44.0,1.0,0.0,0.55,0.32482
45.0,1.0,0.0,0.529,0.31694
46.0,1.0,0.0,0.537,0.3232
47.0,1.0,0.0,0.504,0.35549
48.0,1.0,0.0,0.462,0.38332
49.0,1.0,0.0,0.42,0.40052
50.0,1.0,0.0,0.428,0.40392
51.0,1.0,0.0,0.416,0.41124
52.0,1.0,0.0,0.408,0.41695
53.0,1.0,0.0,0.421,0.40381
54.0,1.0,0.0,0.428,0.39934
55.0,1.0,0.0,0.44,0.39306
56.0,1.0,0.0,0.471,0.38094
57.0,1.0,0.0,0.483,0.36631
58.0,1.0,0.0,0.508,0.36192
59.0,1.0,0.0,0.518,0.35893
60.0,1.0,0.0,0.535,0.35127
61.0,1.0,0.0,0.533,0.3485
62.0,1.0,0.0,0.528,0.34266
63.0,1.0,0.0,0.534,0.33721
64.0,1.0,0.0,0.535,0.33429
65.0,1.0,0.0,0.522,0.32531
66.0,1.0,0.0,0.534,0.33091
67.0,1.0,0.0,0.524,0.32436
68.0,1.0,0.0,0.53,0.3286
69.0,1.0,0.0,0.521,0.32561
70.0,1.0,0.0,0.539,0.32692
71.0,1.0,0.0,0.516,0.35262
72.0,1.0,0.0,0.47,0.37739
73.0,1.0,0.0,0.431,0.40062
74.0,1.0,0.0,0.424,0.40732
75.0,1.0,0.0,0.421,0.40902
76.0,1.0,0.0,0.411,0.41158
77.0,1.0,0.0,0.401,0.42115
78.0,1.0,0.0,0.406,0.42497
79.0,1.0,0.0,0.413,0.4219
80.0,1.0,0.0,0.423,0.41342
81.0,1.0,0.0,0.434,0.40341
82.0,1.0,0.0,0.445,0.39321
83.0,1.0,0.0,0.455,0.38567
84.0,1.0,0.0,0.474,0.37716
85.0,1.0,0.0,0.475,0.37854
86.0,1.0,0.0,0.47,0.38294
87.0,1.0,0.0,0.48,0.37871
88.0,1.0,0.0,0.467,0.38376
89.0,1.0,0.0,0.442,0.39434
90.0,1.0,0.0,0.429,0.40402
91.0,1.0,0.0,0.402,0.42195
92.0,1.0,0.0,0.399,0.43443
93.0,1.0,0.0,0.396,0.43811
94.0,1.0,0.0,0.41,0.43259
95.0,1.0,0.0,0.402,0.42704
96.0,1.0,0.0,0.424,0.41226
97.0,1.0,0.0,0.441,0.39806
98.0,1.0,0.0,0.429,0.40262
99.0,1.0,0.0,0.411,0.41737
100.0,1.0,0.0,0.411,0.41883
101.0,1.0,0.0,0.42,0.41435
102.0,1.0,0.0,0.413,0.41844
103.0,1.0,0.0,0.425,0.4089
104.0,1.0,0.0,0.454,0.39656
105.0,1.0,0.0,0.451,0.39421
106.0,1.0,0.0,0.431,0.4048
107.0,1.0,0.0,0.427,0.40574
108.0,1.0,0.0,0.408,0.41633
109.0,1.0,0.0,0.406,0.41608
110.0,1.0,0.0,0.424,0.40767
111.0,1.0,0.0,0.432,0.40314
112.0,1.0,0.0,0.448,0.39027
113.0,1.0,0.0,0.464,0.37945
114.0,1.0,0.0,0.462,0.35433
115.0,1.0,0.0,0.497,0.35704
116.0,1.0,0.0,0.5,0.3547
117.0,1.0,0.0,0.512,0.35569
118.0,1.0,0.0,0.524,0.34297
119.0,1.0,0.0,0.488,0.37038
120.0,1.0,0.0,0.463,0.3884
121.0,1.0,0.0,0.439,0.39974
122.0,1.0,0.0,0.437,0.40376
123.0,1.0,0.0,0.441,0.40107
124.0,1.0,0.0,0.454,0.3933
125.0,1.0,0.0,0.465,0.38558
126.0,1.0,0.0,0.465,0.37558
127.0,1.0,0.0,0.48,0.36723
128.0,1.0,0.0,0.482,0.35622
129.0,1.0,0.0,0.508,0.35988
130.0,1.0,0.0,0.5,0.34218
131.0,1.0,0.0,0.516,0.3422
132.0,1.0,0.0,0.527,0.33647
133.0,1.0,0.0,0.526,0.34306
134.0,1.0,0.0,0.523,0.34955
135.0,1.0,0.0,0.525,0.34555
136.0,1.0,0.0,0.521,0.3439
137.0,1.0,0.0,0.529,0.3386
138.0,1.0,0.0,0.524,0.33795
139.0,1.0,0.0,0.523,0.33888
140.0,1.0,0.0,0.523,0.33121
141.0,1.0,0.0,0.526,0.33369
142.0,1.0,0.0,0.531,0.32844
143.0,1.0,0.0,0.525,0.32903
144.0,1.0,0.0,0.515,0.32085
145.0,1.0,0.0,0.516,0.32063
146.0,1.0,0.0,0.534,0.32252
147.0,1.0,0.0,0.539,0.32331
148.0,1.0,0.0,0.526,0.31807
149.0,1.0,0.0,0.537,0.3195
150.0,1.0,0.0,0.532,0.32055
151.0,1.0,0.0,0.532,0.31911
152.0,1.0,0.0,0.524,0.31442
153.0,1.0,0.0,0.539,0.32012
154.0,1.0,0.0,0.544,0.32265
155.0,1.0,0.0,0.536,0.3212
156.0,1.0,0.0,0.531,0.31915
157.0,1.0,0.0,0.539,0.32696
158.0,1.0,0.0,0.539,0.32643
159.0,1.0,0.0,0.538,0.32742
160.0,1.0,0.0,0.532,0.3265
161.0,1.0,0.0,0.533,0.33082
162.0,1.0,0.0,0.534,0.32602
163.0,1.0,0.0,0.53,0.32176
164.0,1.0,0.0,0.521,0.31727
165.0,1.0,0.0,0.542,0.31904
166.0,1.0,0.0,0.525,0.3157
167.0,1.0,0.0,0.537,0.31895
168.0,1.0,0.0,0.522,0.31623
169.0,1.0,0.0,0.53,0.32285
170.0,1.0,0.0,0.526,0.31693
171.0,1.0,0.0,0.531,0.3173
172.0,1.0,0.0,0.523,0.31462
173.0,1.0,0.0,0.533,0.31627
174.0,1.0,0.0,0.533,0.31468
175.0,1.0,0.0,0.519,0.30968
176.0,1.0,0.0,0.523,0.31222
177.0,1.0,0.0,0.519,0.31314
178.0,1.0,0.0,0.521,0.30847
179.0,1.0,0.0,0.532,0.31635
180.0,1.0,0.0,0.512,0.30651
181.0,1.0,0.0,0.523,0.31123
182.0,1.0,0.0,0.532,0.33059
183.0,1.0,0.0,0.535,0.33857
184.0,1.0,0.0,0.54,0.33631
185.0,1.0,0.0,0.537,0.34046
186.0,1.0,0.0,0.527,0.34447
187.0,1.0,0.0,0.524,0.34384
188.0,1.0,0.0,0.533,0.33524
189.0,1.0,0.0,0.535,0.33327
190.0,1.0,0.0,0.533,0.32485
191.0,1.0,0.0,0.525,0.31584
192.0,1.0,0.0,0.531,0.31715
193.0,1.0,0.0,0.535,0.31974
194.0,1.0,0.0,0.529,0.31517
195.0,1.0,0.0,0.537,0.31883
196.0,1.0,0.0,0.526,0.31416
197.0,1.0,0.0,0.537,0.31895
198.0,1.0,0.0,0.53,0.31516
199.0,1.0,0.0,0.531,0.31538
200.0,1.0,0.0,0.521,0.30993
201.0,1.0,0.0,0.528,0.31356
202.0,1.0,0.0,0.534,0.31593
203.0,1.0,0.0,0.516,0.30677
204.0,1.0,0.0,0.523,0.31238
205.0,1.0,0.0,0.523,0.31162
206.0,1.0,0.0,0.528,0.3139
207.0,1.0,0.0,0.521,0.31065
208.0,1.0,0.0,0.539,0.31856
209.0,1.0,0.0,0.518,0.30721
210.0,1.0,0.0,0.526,0.31452
211.0,1.0,0.0,0.533,0.31579
212.0,1.0,0.0,0.52,0.30983
213.0,1.0,0.0,0.527,0.31258
214.0,1.0,0.0,0.524,0.31419
215.0,1.0,0.0,0.527,0.31185
216.0,1.0,0.0,0.523,0.30889
217.0,1.0,0.0,0.519,0.30657
218.0,1.0,0.0,0.532,0.31307
219.0,1.0,0.0,0.499,0.29782
220.0,1.0,0.0,0.523,0.3094
221.0,1.0,0.0,0.518,0.30739
222.0,1.0,0.0,0.519,0.3098
223.0,1.0,0.0,0.529,0.316
224.0,1.0,0.0,0.531,0.31954
225.0,1.0,0.0,0.526,0.31513
226.0,1.0,0.0,0.541,0.32089
227.0,1.0,0.0,0.523,0.3137
228.0,1.0,0.0,0.535,0.31976
229.0,1.0,0.0,0.533,0.31827
230.0,1.0,0.0,0.542,0.33291
231.0,1.0,0.0,0.539,0.3391
232.0,1.0,0.0,0.513,0.35687
233.0,1.0,0.0,0.472,0.38411
234.0,1.0,0.0,0.441,0.39641
235.0,1.0,0.0,0.434,0.40057
236.0,1.0,0.0,0.439,0.39495
237.0,1.0,0.0,0.436,0.39515
238.0,1.0,0.0,0.455,0.38886
239.0,1.0,0.0,0.464,0.37924
240.0,1.0,0.0,0.49,0.37163
241.0,1.0,0.0,0.493,0.3592
242.0,1.0,0.0,0.518,0.35452
243.0,1.0,0.0,0.53,0.3467
244.0,1.0,0.0,0.539,0.34349
245.0,1.0,0.0,0.541,0.34017
246.0,1.0,0.0,0.537,0.34063
247.0,1.0,0.0,0.539,0.33178
248.0,1.0,0.0,0.539,0.32826
249.0,1.0,0.0,0.527,0.31772
250.0,1.0,0.0,0.542,0.32786
251.0,1.0,0.0,0.529,0.31843
252.0,1.0,0.0,0.533,0.31626
253.0,1.0,0.0,0.542,0.32352
254.0,1.0,0.0,0.532,0.32047
255.0,1.0,0.0,0.53,0.31558
256.0,1.0,0.0,0.54,0.32016
257.0,1.0,0.0,0.546,0.32418
258.0,1.0,0.0,0.529,0.31659
259.0,1.0,0.0,0.525,0.31167
260.0,1.0,0.0,0.537,0.31889
261.0,1.0,0.0,0.529,0.31695
262.0,1.0,0.0,0.54,0.32367
263.0,1.0,0.0,0.535,0.31874
264.0,1.0,0.0,0.529,0.313
265.0,1.0,0.0,0.54,0.32227
266.0,1.0,0.0,0.531,0.31614
267.0,1.0,0.0,0.525,0.31563
268.0,1.0,0.0,0.523,0.30977
269.0,1.0,0.0,0.534,0.31615
270.0,1.0,0.0,0.536,0.31504
271.0,1.0,0.0,0.547,0.32097
272.0,1.0,0.0,0.528,0.31311
273.0,1.0,0.0,0.536,0.31613
274.0,1.0,0.0,0.55,0.33174
275.0,1.0,0.0,0.535,0.34098
276.0,1.0,0.0,0.527,0.34371
277.0,1.0,0.0,0.534,0.34234
278.0,1.0,0.0,0.533,0.33936
279.0,1.0,0.0,0.547,0.33823
280.0,1.0,0.0,0.55,0.33262
281.0,1.0,0.0,0.51,0.36041
282.0,1.0,0.0,0.471,0.38637
283.0,1.0,0.0,0.432,0.40403
284.0,1.0,0.0,0.433,0.40377
285.0,1.0,0.0,0.437,0.40273
286.0,1.0,0.0,0.432,0.40197
287.0,1.0,0.0,0.449,0.39314
288.0,1.0,0.0,0.465,0.38601
289.0,1.0,0.0,0.48,0.37642
290.0,1.0,0.0,0.498,0.37057
291.0,1.0,0.0,0.511,0.36384
292.0,1.0,0.0,0.522,0.35593
293.0,1.0,0.0,0.525,0.35353
294.0,1.0,0.0,0.535,0.34836
295.0,1.0,0.0,0.518,0.35177
296.0,1.0,0.0,0.482,0.37734
297.0,1.0,0.0,0.447,0.39361
298.0,1.0,0.0,0.437,0.39705
299.0,1.0,0.0,0.443,0.39425
300.0,1.0,0.0,0.452,0.39011
301.0,1.0,0.0,0.475,0.37859
302.0,1.0,0.0,0.488,0.37045
303.0,1.0,0.0,0.497,0.367
304.0,1.0,0.0,0.508,0.36212
305.0,1.0,0.0,0.521,0.35363
306.0,1.0,0.0,0.52,0.34813
307.0,1.0,0.0,0.532,0.34431
308.0,1.0,0.0,0.528,0.33944
309.0,1.0,0.0,0.528,0.34466
310.0,1.0,0.0,0.512,0.35155
311.0,1.0,0.0,0.476,0.37787
312.0,1.0,0.0,0.45,0.38517
313.0,1.0,0.0,0.452,0.38751
314.0,1.0,0.0,0.449,0.38929
315.0,1.0,0.0,0.451,0.38423
316.0,1.0,0.0,0.452,0.38248
317.0,1.0,0.0,0.46,0.38114
318.0,1.0,0.0,0.469,0.37776
319.0,1.0,0.0,0.479,0.36555
320.0,1.0,0.0,0.486,0.36037
321.0,1.0,0.0,0.504,0.35765
322.0,1.0,0.0,0.512,0.35003
323.0,1.0,0.0,0.515,0.34887
324.0,1.0,0.0,0.514,0.34965
325.0,1.0,0.0,0.517,0.34699
326.0,1.0,0.0,0.526,0.34323
327.0,1.0,0.0,0.541,0.33403
328.0,1.0,0.0,0.537,0.32986
329.0,1.0,0.0,0.54,0.33419
330.0,1.0,0.0,0.527,0.34479
331.0,1.0,0.0,0.493,0.36277
332.0,1.0,0.0,0.481,0.36934
333.0,1.0,0.0,0.479,0.37489
334.0,1.0,0.0,0.479,0.37681
335.0,1.0,0.0,0.486,0.37309
336.0,1.0,0.0,0.495,0.36893
337.0,1.0,0.0,0.511,0.35976
338.0,1.0,0.0,0.523,0.34979
339.0,1.0,0.0,0.531,0.34346
340.0,1.0,0.0,0.527,0.3458
341.0,1.0,0.0,0.524,0.34351
342.0,1.0,0.0,0.532,0.33918
343.0,1.0,0.0,0.529,0.33679
