time,small,large,probability,intensity
3.0,1.0,0.0,0.546,0.44071
4.0,1.0,0.0,0.555,0.43369
5.0,1.0,0.0,0.549,0.43535
6.0,1.0,0.0,0.552,0.4337
7.0,1.0,0.0,0.552,0.43707
8.0,1.0,0.0,0.558,0.43002
9.0,1.0,0.0,0.546,0.43523
10.0,1.0,0.0,0.559,0.42814
11.0,1.0,0.0,0.558,0.43607
12.0,1.0,0.0,0.529,0.44926
13.0,1.0,0.0,0.528,0.45707
14.0,1.0,0.0,0.529,0.44893
15.0,1.0,0.0,0.526,0.44873
16.0,1.0,0.0,0.542,0.44265
17.0,1.0,0.0,0.534,0.44661
18.0,1.0,0.0,0.541,0.43982
19.0,1.0,0.0,0.535,0.44513
20.0,1.0,0.0,0.534,0.44868
21.0,1.0,0.0,0.531,0.44768
22.0,1.0,0.0,0.527,0.44694
23.0,1.0,0.0,0.517,0.45488
24.0,1.0,0.0,0.533,0.44805
25.0,1.0,0.0,0.529,0.44805
26.0,1.0,0.0,0.533,0.44604
27.0,1.0,0.0,0.531,0.45324
28.0,1.0,0.0,0.536,0.44133
29.0,1.0,0.0,0.532,0.44377
30.0,1.0,0.0,0.541,0.4368
31.0,1.0,0.0,0.533,0.4413
32.0,1.0,0.0,0.534,0.43879
33.0,1.0,0.0,0.534,0.44105
34.0,1.0,0.0,0.547,0.43503
35.0,1.0,0.0,0.546,0.43466
36.0,1.0,0.0,0.532,0.44454
37.0,1.0,0.0,0.504,0.45726
38.0,1.0,0.0,0.52,0.44794
39.0,1.0,0.0,0.517,0.44665
40.0,1.0,0.0,0.533,0.43517
41.0,1.0,0.0,0.54,0.43971
42.0,1.0,0.0,0.555,0.42793
43.0,1.0,0.0,0.534,0.43683
44.0,1.0,0.0,0.528,0.43761
45.0,1.0,0.0,0.528,0.44249
46.0,1.0,0.0,0.514,0.45703
47.0,1.0,0.0,0.474,0.47893
48.0,1.0,0.0,0.487,0.47107
49.0,1.0,0.0,0.486,0.47138
50.0,1.0,0.0,0.511,0.45718
51.0,1.0,0.0,0.5,0.46242
52.0,1.0,0.0,0.51,0.45124
53.0,1.0,0.0,0.519,0.44679
54.0,1.0,0.0,0.533,0.44431
55.0,1.0,0.0,0.485,0.47246
56.0,1.0,0.0,0.496,0.47012
57.0,1.0,0.0,0.488,0.47323
58.0,1.0,0.0,0.506,0.45033
59.0,1.0,0.0,0.522,0.44361
60.0,1.0,0.0,0.54,0.43832
61.0,1.0,0.0,0.533,0.44117
62.0,1.0,0.0,0.545,0.43272
63.0,1.0,0.0,0.545,0.43281
64.0,1.0,0.0,0.545,0.43321
65.0,1.0,0.0,0.551,0.43012
66.0,1.0,0.0,0.561,0.42783
67.0,1.0,0.0,0.56,0.42749
68.0,1.0,0.0,0.553,0.42529
69.0,1.0,0.0,0.547,0.42495
70.0,1.0,0.0,0.551,0.42599
71.0,1.0,0.0,0.543,0.42893
72.0,1.0,0.0,0.544,0.43214
73.0,1.0,0.0,0.548,0.42997
74.0,1.0,0.0,0.546,0.43269
75.0,1.0,0.0,0.546,0.43328
76.0,1.0,0.0,0.539,0.43191
77.0,1.0,0.0,0.545,0.43236
78.0,1.0,0.0,0.554,0.42852
79.0,1.0,0.0,0.544,0.43293
80.0,1.0,0.0,0.549,0.42903
81.0,1.0,0.0,0.549,0.43073
82.0,1.0,0.0,0.545,0.42984
83.0,1.0,0.0,0.546,0.43657
84.0,1.0,0.0,0.552,0.42648
85.0,1.0,0.0,0.549,0.42623
86.0,1.0,0.0,0.557,0.42272
87.0,1.0,0.0,0.541,0.43432
88.0,1.0,0.0,0.554,0.42395
89.0,1.0,0.0,0.549,0.4275
90.0,1.0,0.0,0.554,0.42444
91.0,1.0,0.0,0.545,0.42935
92.0,1.0,0.0,0.535,0.4317
93.0,1.0,0.0,0.539,0.43406
94.0,1.0,0.0,0.543,0.42933
95.0,1.0,0.0,0.547,0.42713
