time,small,large,probability,intensity
0.0,0.0,0.0,0.858,0.07941
1.0,0.0,0.0,0.852,0.08233
2.0,0.0,0.0,0.859,0.07902
3.0,0.0,0.0,0.859,0.0791
4.0,0.0,0.0,0.862,0.07771
5.0,0.0,0.0,0.855,0.081
6.0,0.0,0.0,0.871,0.07299
7.0,0.0,0.0,0.868,0.07455
8.0,0.0,0.0,0.865,0.07575
9.0,0.0,0.0,0.854,0.08161
10.0,0.0,0.0,0.87,0.07374
11.0,0.0,0.0,0.863,0.07712
12.0,0.0,0.0,0.87,0.07348
13.0,0.0,0.0,0.856,0.08027
14.0,0.0,0.0,0.871,0.07318
15.0,0.0,0.0,0.849,0.08415
16.0,0.0,0.0,0.866,0.07555
17.0,0.0,0.0,0.862,0.07747
18.0,0.0,0.0,0.862,0.07768
19.0,0.0,0.0,0.844,0.08663
20.0,0.0,0.0,0.865,0.07592
21.0,0.0,0.0,0.87,0.07339
22.0,0.0,0.0,0.852,0.08245
23.0,0.0,0.0,0.838,0.08952
24.0,0.0,0.0,0.845,0.08598
25.0,0.0,0.0,0.844,0.08655
26.0,0.0,0.0,0.864,0.07631
27.0,0.0,0.0,0.854,0.08137
28.0,0.0,0.0,0.84,0.08861
29.0,0.0,0.0,0.858,0.0799
30.0,0.0,0.0,0.853,0.08231
31.0,0.0,0.0,0.849,0.08444
32.0,0.0,0.0,0.849,0.08397
33.0,0.0,0.0,0.866,0.07561
34.0,0.0,0.0,0.877,0.06985
35.0,0.0,0.0,0.872,0.07261
36.0,0.0,0.0,0.854,0.08151
37.0,0.0,0.0,0.873,0.07195
38.0,0.0,0.0,0.876,0.07049
39.0,0.0,0.0,0.868,0.07446
40.0,0.0,0.0,0.86,0.0784
41.0,0.0,0.0,0.873,0.07192
42.0,0.0,0.0,0.871,0.07308
43.0,0.0,0.0,0.86,0.07879
44.0,0.0,0.0,0.865,0.07611
45.0,0.0,0.0,0.87,0.07361
46.0,0.0,0.0,0.868,0.0745
47.0,0.0,0.0,0.873,0.07204
48.0,0.0,0.0,0.862,0.07736
49.0,0.0,0.0,0.874,0.07151
50.0,0.0,0.0,0.867,0.07509
51.0,0.0,0.0,0.865,0.07603
52.0,0.0,0.0,0.868,0.0745
53.0,0.0,0.0,0.869,0.07384
54.0,0.0,0.0,0.858,0.07965
55.0,0.0,0.0,0.864,0.07636
56.0,0.0,0.0,0.864,0.0766
57.0,0.0,0.0,0.87,0.07378
58.0,0.0,0.0,0.868,0.07473
59.0,0.0,0.0,0.86,0.07845
60.0,0.0,0.0,0.865,0.07593
61.0,0.0,0.0,0.865,0.07609
62.0,0.0,0.0,0.872,0.07264
63.0,0.0,0.0,0.867,0.07532
64.0,0.0,0.0,0.875,0.07079
65.0,0.0,0.0,0.867,0.07526
66.0,0.0,0.0,0.872,0.07279
67.0,0.0,0.0,0.872,0.07247
68.0,0.0,0.0,0.858,0.07971
69.0,0.0,0.0,0.848,0.08467
70.0,0.0,0.0,0.847,0.085
71.0,0.0,0.0,0.855,0.08085
72.0,0.0,0.0,0.85,0.08348
73.0,0.0,0.0,0.833,0.09226
74.0,0.0,0.0,0.857,0.08
75.0,0.0,0.0,0.852,0.08278
76.0,0.0,0.0,0.861,0.07831
77.0,0.0,0.0,0.856,0.08056
78.0,0.0,0.0,0.863,0.07694
79.0,0.0,0.0,0.845,0.08603
80.0,0.0,0.0,0.848,0.08431
81.0,0.0,0.0,0.863,0.07717
82.0,0.0,0.0,0.855,0.08098
83.0,0.0,0.0,0.845,0.08593
84.0,0.0,0.0,0.839,0.08912
85.0,0.0,0.0,0.848,0.08474
86.0,0.0,0.0,0.864,0.07646
87.0,0.0,0.0,0.871,0.07313
88.0,0.0,0.0,0.863,0.0772
89.0,0.0,0.0,0.868,0.07434
90.0,0.0,0.0,0.87,0.07365
91.0,0.0,0.0,0.864,0.0764
92.0,0.0,0.0,0.866,0.07549
93.0,0.0,0.0,0.869,0.07392
94.0,0.0,0.0,0.869,0.07417
95.0,0.0,0.0,0.855,0.08114
96.0,0.0,0.0,0.861,0.07815
97.0,0.0,0.0,0.868,0.07451
98.0,0.0,0.0,0.864,0.07641
99.0,0.0,0.0,0.865,0.07623
100.0,0.0,0.0,0.876,0.07053
101.0,0.0,0.0,0.865,0.07594
102.0,0.0,0.0,0.864,0.07641
103.0,0.0,0.0,0.873,0.07197
104.0,0.0,0.0,0.864,0.07668
105.0,0.0,0.0,0.874,0.07162
106.0,0.0,0.0,0.882,0.06737
107.0,0.0,0.0,0.884,0.06607
108.0,0.0,0.0,0.887,0.06492
109.0,0.0,0.0,0.885,0.0657
110.0,0.0,0.0,0.884,0.06622
111.0,0.0,0.0,0.885,0.06578
112.0,0.0,0.0,0.887,0.06492
113.0,0.0,0.0,0.887,0.06497
114.0,0.0,0.0,0.885,0.06577
115.0,0.0,0.0,0.878,0.0694
116.0,0.0,0.0,0.874,0.07139
117.0,0.0,0.0,0.873,0.07237
118.0,0.0,0.0,0.873,0.07204
119.0,0.0,0.0,0.861,0.07827
120.0,0.0,0.0,0.855,0.08161
121.0,0.0,0.0,0.824,0.09724
122.0,0.0,0.0,0.854,0.08227
123.0,0.0,0.0,0.852,0.08301
124.0,0.0,0.0,0.857,0.08019
125.0,0.0,0.0,0.867,0.07511
126.0,0.0,0.0,0.872,0.07281
127.0,0.0,0.0,0.876,0.07049
128.0,0.0,0.0,0.878,0.06954
129.0,0.0,0.0,0.881,0.06782
130.0,0.0,0.0,0.882,0.06713
131.0,0.0,0.0,0.882,0.06721
132.0,0.0,0.0,0.885,0.066
133.0,0.0,0.0,0.884,0.06655
134.0,0.0,0.0,0.885,0.06567
135.0,0.0,0.0,0.884,0.06646
136.0,0.0,0.0,0.885,0.06571
137.0,0.0,0.0,0.885,0.06597
138.0,0.0,0.0,0.884,0.0664
139.0,0.0,0.0,0.883,0.06662
140.0,0.0,0.0,0.886,0.06491
141.0,0.0,0.0,0.893,0.06152
142.0,0.0,0.0,0.883,0.06687
143.0,0.0,0.0,0.888,0.06435
144.0,0.0,0.0,0.887,0.06451
145.0,0.0,0.0,0.886,0.06548
146.0,0.0,0.0,0.886,0.06506
147.0,0.0,0.0,0.886,0.06537
148.0,0.0,0.0,0.886,0.06534
149.0,0.0,0.0,0.885,0.06593
150.0,0.0,0.0,0.886,0.06555
151.0,0.0,0.0,0.888,0.06405
152.0,0.0,0.0,0.888,0.06445
153.0,0.0,0.0,0.887,0.06455
154.0,0.0,0.0,0.888,0.06399
155.0,0.0,0.0,0.887,0.06451
156.0,0.0,0.0,0.886,0.06538
157.0,0.0,0.0,0.886,0.06526
158.0,0.0,0.0,0.887,0.06459
159.0,0.0,0.0,0.887,0.06498
160.0,0.0,0.0,0.886,0.06541
161.0,0.0,0.0,0.885,0.06577
162.0,0.0,0.0,0.886,0.06522
163.0,0.0,0.0,0.886,0.06528
164.0,0.0,0.0,0.885,0.06567
165.0,0.0,0.0,0.887,0.06464
166.0,0.0,0.0,0.888,0.06391
167.0,0.0,0.0,0.889,0.06373
168.0,0.0,0.0,0.888,0.06394
169.0,0.0,0.0,0.889,0.06367
170.0,0.0,0.0,0.89,0.06311
171.0,0.0,0.0,0.889,0.06348
172.0,0.0,0.0,0.888,0.06399
173.0,0.0,0.0,0.889,0.06388
174.0,0.0,0.0,0.888,0.06395
175.0,0.0,0.0,0.888,0.06443
176.0,0.0,0.0,0.888,0.06404
177.0,0.0,0.0,0.889,0.0638
178.0,0.0,0.0,0.89,0.06321
179.0,0.0,0.0,0.888,0.06405
180.0,0.0,0.0,0.89,0.06315
181.0,0.0,0.0,0.89,0.06315
182.0,0.0,0.0,0.89,0.06329
183.0,0.0,0.0,0.888,0.06438
184.0,0.0,0.0,0.889,0.06388
185.0,0.0,0.0,0.888,0.06428
186.0,0.0,0.0,0.888,0.06441
187.0,0.0,0.0,0.887,0.06471
188.0,0.0,0.0,0.888,0.06424
189.0,0.0,0.0,0.887,0.06453
190.0,0.0,0.0,0.887,0.06449
191.0,0.0,0.0,0.888,0.06411
192.0,0.0,0.0,0.889,0.06383
193.0,0.0,0.0,0.888,0.06425
194.0,0.0,0.0,0.886,0.06533
195.0,0.0,0.0,0.888,0.06444
196.0,0.0,0.0,0.886,0.06509
197.0,0.0,0.0,0.886,0.06508
198.0,0.0,0.0,0.888,0.06426
199.0,0.0,0.0,0.888,0.06433
200.0,0.0,0.0,0.888,0.06433
201.0,0.0,0.0,0.889,0.06373
202.0,0.0,0.0,0.887,0.06449
203.0,0.0,0.0,0.887,0.0648
204.0,0.0,0.0,0.886,0.06503
205.0,0.0,0.0,0.887,0.06477
206.0,0.0,0.0,0.888,0.06413
207.0,0.0,0.0,0.887,0.06458
208.0,0.0,0.0,0.888,0.06439
209.0,0.0,0.0,0.887,0.06487
210.0,0.0,0.0,0.887,0.06482
211.0,0.0,0.0,0.889,0.06372
212.0,0.0,0.0,0.883,0.06661
213.0,0.0,0.0,0.888,0.06397
214.0,0.0,0.0,0.889,0.06361
215.0,0.0,0.0,0.887,0.06459
216.0,0.0,0.0,0.889,0.06385
217.0,0.0,0.0,0.889,0.06387
218.0,0.0,0.0,0.888,0.06409
219.0,0.0,0.0,0.885,0.06564
220.0,0.0,0.0,0.888,0.06424
221.0,0.0,0.0,0.888,0.06398
222.0,0.0,0.0,0.888,0.06435
223.0,0.0,0.0,0.886,0.06498
224.0,0.0,0.0,0.887,0.06442
225.0,0.0,0.0,0.886,0.06516
226.0,0.0,0.0,0.889,0.06389
227.0,0.0,0.0,0.888,0.0643
228.0,0.0,0.0,0.888,0.06412
229.0,0.0,0.0,0.886,0.06515
230.0,0.0,0.0,0.888,0.06398
231.0,0.0,0.0,0.888,0.06427
232.0,0.0,0.0,0.887,0.06451
233.0,0.0,0.0,0.889,0.06382
234.0,0.0,0.0,0.889,0.06382
235.0,0.0,0.0,0.89,0.06301
236.0,0.0,0.0,0.888,0.06413
237.0,0.0,0.0,0.888,0.06404
238.0,0.0,0.0,0.889,0.06385
239.0,0.0,0.0,0.887,0.0645
240.0,0.0,0.0,0.889,0.06373
241.0,0.0,0.0,0.888,0.06407
242.0,0.0,0.0,0.888,0.06417
243.0,0.0,0.0,0.889,0.0637
244.0,0.0,0.0,0.889,0.06361
245.0,0.0,0.0,0.888,0.06432
246.0,0.0,0.0,0.888,0.06431
247.0,0.0,0.0,0.888,0.06438
248.0,0.0,0.0,0.887,0.06473
249.0,0.0,0.0,0.886,0.06519
250.0,0.0,0.0,0.888,0.06418
251.0,0.0,0.0,0.89,0.06304
252.0,0.0,0.0,0.889,0.06375
253.0,0.0,0.0,0.889,0.06386
254.0,0.0,0.0,0.888,0.06437
255.0,0.0,0.0,0.888,0.06409
256.0,0.0,0.0,0.888,0.06406
257.0,0.0,0.0,0.889,0.06359
258.0,0.0,0.0,0.887,0.06485
259.0,0.0,0.0,0.888,0.06419
260.0,0.0,0.0,0.888,0.06408
261.0,0.0,0.0,0.887,0.06473
262.0,0.0,0.0,0.888,0.06443
263.0,0.0,0.0,0.887,0.06458
264.0,0.0,0.0,0.888,0.06407
265.0,0.0,0.0,0.889,0.06391
266.0,0.0,0.0,0.887,0.0646
267.0,0.0,0.0,0.889,0.06388
268.0,0.0,0.0,0.888,0.06409
269.0,0.0,0.0,0.889,0.06353
270.0,0.0,0.0,0.89,0.06313
271.0,0.0,0.0,0.885,0.06568
272.0,0.0,0.0,0.887,0.06471
273.0,0.0,0.0,0.887,0.06455
274.0,0.0,0.0,0.885,0.06583
275.0,0.0,0.0,0.889,0.06385
276.0,0.0,0.0,0.889,0.0638
277.0,0.0,0.0,0.888,0.06443
278.0,0.0,0.0,0.886,0.06521
279.0,0.0,0.0,0.887,0.06449
280.0,0.0,0.0,0.886,0.06506
281.0,0.0,0.0,0.886,0.06512
282.0,0.0,0.0,0.887,0.06482
283.0,0.0,0.0,0.886,0.06541
284.0,0.0,0.0,0.887,0.0646
285.0,0.0,0.0,0.887,0.06461
286.0,0.0,0.0,0.888,0.06441
287.0,0.0,0.0,0.887,0.06477
288.0,0.0,0.0,0.885,0.06568
289.0,0.0,0.0,0.888,0.06403
290.0,0.0,0.0,0.889,0.06364
291.0,0.0,0.0,0.888,0.06435
292.0,0.0,0.0,0.888,0.06394
293.0,0.0,0.0,0.888,0.06398
294.0,0.0,0.0,0.889,0.06355
295.0,0.0,0.0,0.887,0.06446
296.0,0.0,0.0,0.886,0.06502
297.0,0.0,0.0,0.887,0.06496
298.0,0.0,0.0,0.886,0.06552
299.0,0.0,0.0,0.887,0.06463
300.0,0.0,0.0,0.884,0.06634
301.0,0.0,0.0,0.887,0.06466
302.0,0.0,0.0,0.889,0.06364
303.0,0.0,0.0,0.886,0.06523
304.0,0.0,0.0,0.884,0.06663
305.0,0.0,0.0,0.886,0.06541
306.0,0.0,0.0,0.885,0.06593
307.0,0.0,0.0,0.888,0.0643
308.0,0.0,0.0,0.887,0.06452
309.0,0.0,0.0,0.888,0.06426
310.0,0.0,0.0,0.885,0.06567
311.0,0.0,0.0,0.887,0.06462
312.0,0.0,0.0,0.887,0.06471
313.0,0.0,0.0,0.885,0.06619
314.0,0.0,0.0,0.886,0.06562
315.0,0.0,0.0,0.884,0.06618
316.0,0.0,0.0,0.885,0.06582
317.0,0.0,0.0,0.882,0.06764
318.0,0.0,0.0,0.886,0.06508
319.0,0.0,0.0,0.884,0.06628
320.0,0.0,0.0,0.884,0.06637
321.0,0.0,0.0,0.886,0.06552
322.0,0.0,0.0,0.884,0.06638
323.0,0.0,0.0,0.888,0.06425
324.0,0.0,0.0,0.887,0.06469
325.0,0.0,0.0,0.886,0.06503
326.0,0.0,0.0,0.886,0.0651
327.0,0.0,0.0,0.888,0.06415
328.0,0.0,0.0,0.885,0.06577
329.0,0.0,0.0,0.886,0.06504
330.0,0.0,0.0,0.886,0.0654
331.0,0.0,0.0,0.887,0.06475
332.0,0.0,0.0,0.888,0.0644
333.0,0.0,0.0,0.887,0.06445
334.0,0.0,0.0,0.888,0.06422
335.0,0.0,0.0,0.886,0.06537
336.0,0.0,0.0,0.885,0.06562
337.0,0.0,0.0,0.886,0.06546
338.0,0.0,0.0,0.886,0.06524
339.0,0.0,0.0,0.888,0.0643
340.0,0.0,0.0,0.885,0.06567
341.0,0.0,0.0,0.887,0.06479
342.0,0.0,0.0,0.89,0.06312
343.0,0.0,0.0,0.885,0.06587
344.0,0.0,0.0,0.886,0.06533
345.0,0.0,0.0,0.888,0.0639
346.0,0.0,0.0,0.886,0.06516
347.0,0.0,0.0,0.886,0.06517
348.0,0.0,0.0,0.886,0.06511
349.0,0.0,0.0,0.888,0.06424
350.0,0.0,0.0,0.888,0.0644
351.0,0.0,0.0,0.889,0.0635
352.0,0.0,0.0,0.889,0.06343
353.0,0.0,0.0,0.891,0.0625
354.0,0.0,0.0,0.89,0.0629
355.0,0.0,0.0,0.891,0.06246
356.0,0.0,0.0,0.89,0.06328
357.0,0.0,0.0,0.888,0.06391
358.0,0.0,0.0,0.89,0.06333
359.0,0.0,0.0,0.89,0.06328
360.0,0.0,0.0,0.888,0.06432
361.0,0.0,0.0,0.886,0.06506
362.0,0.0,0.0,0.887,0.06442
363.0,0.0,0.0,0.887,0.06482
364.0,0.0,0.0,0.885,0.06562
365.0,0.0,0.0,0.887,0.06461
366.0,0.0,0.0,0.887,0.06471
367.0,0.0,0.0,0.887,0.06444
368.0,0.0,0.0,0.888,0.06415
369.0,0.0,0.0,0.886,0.06511
370.0,0.0,0.0,0.891,0.06236
371.0,0.0,0.0,0.89,0.06325
372.0,0.0,0.0,0.888,0.06433
373.0,0.0,0.0,0.888,0.06435
374.0,0.0,0.0,0.887,0.06486
375.0,0.0,0.0,0.89,0.06325
376.0,0.0,0.0,0.888,0.0641
377.0,0.0,0.0,0.888,0.06432
378.0,0.0,0.0,0.887,0.06496
379.0,0.0,0.0,0.887,0.06455
380.0,0.0,0.0,0.885,0.06576
381.0,0.0,0.0,0.885,0.0658
382.0,0.0,0.0,0.884,0.06634
383.0,0.0,0.0,0.887,0.06455
384.0,0.0,0.0,0.885,0.06564
385.0,0.0,0.0,0.885,0.06573
386.0,0.0,0.0,0.883,0.06666
387.0,0.0,0.0,0.887,0.06449
