time,small,large,probability,intensity
0.0,0.0,0.0,0.85,0.08552
1.0,0.0,0.0,0.851,0.08465
2.0,0.0,0.0,0.853,0.08344
3.0,0.0,0.0,0.852,0.0844
4.0,0.0,0.0,0.85,0.08525
5.0,0.0,0.0,0.848,0.0862
6.0,0.0,0.0,0.848,0.08632
7.0,0.0,0.0,0.85,0.08549
8.0,0.0,0.0,0.847,0.08687
9.0,0.0,0.0,0.851,0.08497
10.0,0.0,0.0,0.851,0.0848
11.0,0.0,0.0,0.852,0.08399
12.0,0.0,0.0,0.854,0.08314
13.0,0.0,0.0,0.855,0.08232
14.0,0.0,0.0,0.857,0.08151
15.0,0.0,0.0,0.856,0.08205
16.0,0.0,0.0,0.856,0.08193
17.0,0.0,0.0,0.858,0.08073
18.0,0.0,0.0,0.855,0.08226
19.0,0.0,0.0,0.858,0.08067
20.0,0.0,0.0,0.854,0.08281
21.0,0.0,0.0,0.859,0.0804
22.0,0.0,0.0,0.855,0.0826
23.0,0.0,0.0,0.855,0.08264
24.0,0.0,0.0,0.856,0.08223
25.0,0.0,0.0,0.854,0.08315
26.0,0.0,0.0,0.853,0.08375
27.0,0.0,0.0,0.856,0.08181
28.0,0.0,0.0,0.853,0.08355
29.0,0.0,0.0,0.853,0.08394
30.0,0.0,0.0,0.853,0.08371
31.0,0.0,0.0,0.85,0.08526
32.0,0.0,0.0,0.857,0.0813
33.0,0.0,0.0,0.853,0.08342
34.0,0.0,0.0,0.859,0.08016
35.0,0.0,0.0,0.855,0.08251
36.0,0.0,0.0,0.853,0.0834
37.0,0.0,0.0,0.855,0.08232
38.0,0.0,0.0,0.857,0.08121
39.0,0.0,0.0,0.854,0.08281
40.0,0.0,0.0,0.856,0.08188
41.0,0.0,0.0,0.852,0.08385
42.0,0.0,0.0,0.857,0.08138
43.0,0.0,0.0,0.857,0.08135
44.0,0.0,0.0,0.851,0.08449
45.0,0.0,0.0,0.854,0.08307
46.0,0.0,0.0,0.855,0.08257
47.0,0.0,0.0,0.858,0.08093
48.0,0.0,0.0,0.857,0.08129
49.0,0.0,0.0,0.858,0.08084
50.0,0.0,0.0,0.857,0.0815
51.0,0.0,0.0,0.857,0.08134
52.0,0.0,0.0,0.856,0.08185
53.0,0.0,0.0,0.855,0.08235
54.0,0.0,0.0,0.853,0.08329
55.0,0.0,0.0,0.855,0.08257
56.0,0.0,0.0,0.856,0.08197
57.0,0.0,0.0,0.857,0.08166
58.0,0.0,0.0,0.854,0.08277
59.0,0.0,0.0,0.859,0.0802
60.0,0.0,0.0,0.861,0.07884
61.0,0.0,0.0,0.883,0.06717
62.0,0.0,0.0,0.876,0.07106
63.0,0.0,0.0,0.878,0.06991
64.0,0.0,0.0,0.874,0.07197
65.0,0.0,0.0,0.883,0.06673
66.0,0.0,0.0,0.89,0.06331
67.0,0.0,0.0,0.882,0.0673
68.0,0.0,0.0,0.885,0.06603
69.0,0.0,0.0,0.883,0.06671
70.0,0.0,0.0,0.882,0.06739
71.0,0.0,0.0,0.881,0.06817
72.0,0.0,0.0,0.882,0.0674
73.0,0.0,0.0,0.883,0.06669
74.0,0.0,0.0,0.881,0.06789
75.0,0.0,0.0,0.885,0.06593
76.0,0.0,0.0,0.883,0.06684
77.0,0.0,0.0,0.883,0.06713
78.0,0.0,0.0,0.882,0.06724
79.0,0.0,0.0,0.883,0.06697
80.0,0.0,0.0,0.883,0.06685
81.0,0.0,0.0,0.884,0.06621
82.0,0.0,0.0,0.883,0.0667
83.0,0.0,0.0,0.886,0.06553
84.0,0.0,0.0,0.885,0.06596
85.0,0.0,0.0,0.881,0.06808
86.0,0.0,0.0,0.882,0.06765
87.0,0.0,0.0,0.879,0.06898
88.0,0.0,0.0,0.881,0.06788
89.0,0.0,0.0,0.877,0.06998
90.0,0.0,0.0,0.872,0.0728
91.0,0.0,0.0,0.874,0.0719
92.0,0.0,0.0,0.869,0.07436
93.0,0.0,0.0,0.874,0.07167
94.0,0.0,0.0,0.874,0.07188
95.0,0.0,0.0,0.879,0.06918
96.0,0.0,0.0,0.877,0.07013
97.0,0.0,0.0,0.88,0.06855
98.0,0.0,0.0,0.882,0.06765
99.0,0.0,0.0,0.88,0.06865
100.0,0.0,0.0,0.861,0.07905
101.0,0.0,0.0,0.87,0.07413
102.0,0.0,0.0,0.865,0.07683
103.0,0.0,0.0,0.872,0.0728
104.0,0.0,0.0,0.875,0.07131
105.0,0.0,0.0,0.873,0.07225
106.0,0.0,0.0,0.872,0.07303
107.0,0.0,0.0,0.873,0.07285
108.0,0.0,0.0,0.867,0.07569
109.0,0.0,0.0,0.866,0.0767
110.0,0.0,0.0,0.867,0.07585
111.0,0.0,0.0,0.866,0.07659
112.0,0.0,0.0,0.865,0.07731
113.0,0.0,0.0,0.863,0.07819
114.0,0.0,0.0,0.864,0.07759
115.0,0.0,0.0,0.865,0.07675
116.0,0.0,0.0,0.859,0.08021
117.0,0.0,0.0,0.858,0.08096
118.0,0.0,0.0,0.853,0.08383
119.0,0.0,0.0,0.855,0.08259
120.0,0.0,0.0,0.853,0.08396
121.0,0.0,0.0,0.856,0.08195
122.0,0.0,0.0,0.855,0.08278
123.0,0.0,0.0,0.853,0.08382
124.0,0.0,0.0,0.858,0.0809
125.0,0.0,0.0,0.855,0.08239
126.0,0.0,0.0,0.859,0.08006
127.0,0.0,0.0,0.864,0.07733
128.0,0.0,0.0,0.862,0.07862
129.0,0.0,0.0,0.86,0.07968
130.0,0.0,0.0,0.863,0.07785
131.0,0.0,0.0,0.862,0.07859
132.0,0.0,0.0,0.854,0.08296
133.0,0.0,0.0,0.86,0.07969
134.0,0.0,0.0,0.862,0.07875
135.0,0.0,0.0,0.864,0.07744
136.0,0.0,0.0,0.867,0.07587
137.0,0.0,0.0,0.865,0.07705
138.0,0.0,0.0,0.863,0.07799
139.0,0.0,0.0,0.861,0.07927
140.0,0.0,0.0,0.859,0.08005
141.0,0.0,0.0,0.858,0.08066
142.0,0.0,0.0,0.858,0.08106
143.0,0.0,0.0,0.854,0.08292
144.0,0.0,0.0,0.857,0.0813
145.0,0.0,0.0,0.861,0.07947
146.0,0.0,0.0,0.86,0.08
147.0,0.0,0.0,0.863,0.07844
148.0,0.0,0.0,0.862,0.07852
149.0,0.0,0.0,0.859,0.08019
150.0,0.0,0.0,0.863,0.07797
151.0,0.0,0.0,0.864,0.07783
152.0,0.0,0.0,0.864,0.07792
153.0,0.0,0.0,0.861,0.07936
154.0,0.0,0.0,0.86,0.07973
155.0,0.0,0.0,0.862,0.07892
156.0,0.0,0.0,0.863,0.07843
157.0,0.0,0.0,0.863,0.07831
